,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
1510,May 2016,Good Business Hotel in Cyberabad,"Excellent property in the happening IT Hub..
Nice ambiance, spacious and well maintained rooms..
Lavish breakfast..
Got better rates from goibibo..so value for money..
Check in was painful.. Front office staff was having some issue with my booking confirmation in their system..Resolved after 20 Minutes..Till then was expected, a courtesy to offer a seat, welcome drink, was not happened.
Hotel claims for use of recycled water..appreciable..Need to put buckets in Bathroom to save water, than use of shower.",4.0,April 2016,friends,bkbaboo,128,103,"Aurangabad, India",,,,,,
1511,May 2016,Perfect,"Away from the bustle of the main city. The staff were pleasant and mannered. The room was cozy, spacious, clean and offered everything I needed. The 24 hour coffee shop was good too.
I travelled alone, and was worried about security because of experiences in various other cities. All the wings have controlled access. This place just turned out to be perfect.",5.0,June 2015,solo,suzij800,2,,"Chennai (Madras), India",4.0,5.0,5.0,,,
1512,Apr 2016,OK to stay here,"Well I was for a business trip and had an excellent experience there for two days. Good food good swimming pool, but the gym was not at all good. It needs a space and their spa service is not good at all.",4.0,February 2016,business,arijitin,258,23,"Kolkata, India",3.0,4.0,,,4.0,
1513,Apr 2016,Bad Bad Service,"It appears like bad service is fast becoming the motto of Lemon Tree Hotels across the country. I recently visited this hotel and I had a terrible service experience.

My luggage (three huge boxes) came all nicely wrapped with plastic and they had baggage tags on them. After my boxes went through the X-Ray machine, the staff took it upon themselves to tear off the baggage tags. This pulled off the plastic shrink wrapping from the boxes and I had to have it re-packed at the airport later on, at my own cost, which was really frustrating.

I had to check-out, and I called the reception and asked them to send the bell-boy with the baggage trolley so I can put my boxes. There were three massive boxes, and they were all very heavy. 15-mins later, no one showed up. I called again, and 15-mins passed by and no one showed up. Eventually I started to move the bags on my own. When I was almost done moving the bags, someone came to my room, just to inspect if I had consumed anything from the mini-bar, and when I asked them to help with the luggage, he refused to. This was really frustrating.

During check-out, the counter staff was finishing up my check-out and mid-way he started helping someone else and I had to wait for a few more minutes before finally checking out. Clearly, the staff need to be more professional in terms of how they deal with their guests.",1.0,April 2016,solo,yofobubu,78,73,"London, United Kingdom",,1.0,,,5.0,3.0
1514,Apr 2016,"Communication to be improved - Experienced worst treatment, felt dis-honoured during this trip","My self Boopathy.S stayed in lemon tree premier for 2 nights during April 2016 during our organization's yearly review and get together. The hotel amenities looks good. But the treatment given to business people has to be improved a lot. There were no proper communication by anyone during my stay days regarding smoking prohibition inside room. All of a sudden during check out, the receptionist charged a huge amount as fine for smoking saying a warning msg kept inside my room. Absolutely terrible behaviour of the management regarding this. If management is so concern about the amenity and environment, they should have informed everyone during check time. But no one informed about anything. Its not our duty to ready all warning informations which kept somewhere in a corner of the room. Also at the time of check out only they are communicating that only 3rd and 7th floor were smoking zone others were no smoking zone. But we couldn't noticed any of the information board anywhere inside hotel area. We felt very dis-honoured at the time of check out and this trip made to felt like we treated badly. We from our organization will not recommend this hotel for stay to anyone.",1.0,April 2016,business,Boopathy S,1,,"Kozhikode, India",3.0,1.0,4.0,,,
1515,Apr 2016,Great stay at the center of the city,Room was optimally sized with a good view and the customer service was decent. Another good thing was the location of the hotel. I really liked that the hotel staff included people with minor disabilities,4.0,November 2015,business,RamanBhatia85,4,,"Gurugram (Gurgaon), India",,4.0,4.0,4.0,,
1516,Apr 2016,Nice memorable trip,"Nice hotel, away from the noise of the main city. If you want to visit the main city then you may have to travel 20-30 kms. we used the pool and gym and found it to be good. Restaurants have buffet and ala carte dining and serve good quality food.",4.0,April 2016,family,Vkat73,11,19,"New Delhi, India",,4.0,,4.0,4.0,
1517,Apr 2016,Pleasant Stay,One of the best places to stay in the HITEC City area - value for money while not skimping on comfort. The pool on the 11th floor is brilliant in the mornings. Slounge-the in house bar is a brilliant place to relax.,4.0,April 2016,business,AbhishekAntony,78,18,"Chennai, India",,3.0,5.0,,,4.0
1518,Apr 2016,Economical and decent hotel,"Breakfast was good, staff are very helpful.
Food price pretty much in caps. Nice location. Overall worth of money. Irritating and funny thing is checking time is too late and in case you reach early they charge little extra. Liquor service can only allowed in their restaurant. you get a mini Bar in your room, but that is only for soft drink, cheers",4.0,April 2016,business,Uttamkb,79,26,"Bengaluru, India",,,,,,
1519,Apr 2016,Lemontree shines through every time.,"This is my second trip back to the Lemontree. On top of the staff remembering me and welcoming me back, they also took care of my mom when she got sick. Special thanks to Bebika Basnet for arranging a doctor to come out and check on her, as well as checking up on Mom as well.
It is hard to travel for long periods of time and to be away from home, but the staff always had welcoming smiles and asked me how I was doing--some even joking with me.
The 3 restaurants and the tea lounge still serve top notch food and Chakma runs the best Asian restaurant (Republic of Noodles) as I found myself eating there most nights.
I suspect I'll return for work, and when I do I will look forward to seeing the staff once again.",5.0,March 2016,business,Jay B,7,8,"Denver, Colorado",,5.0,,5.0,5.0,
1520,Apr 2016,Best available option in Hitec city in 3 & 4 star Category,"I had been to this hotel for 4 days in the month of March 2016.Since I went on an official trip so could not spent much time at hotel, but I found this hotel to be very suitable for the professionals who is having their offices in Hitec City. Offices are just at walking distance . The property is at very good location. Probably 1/3rd of the total rooms are road facing which gives you a very good view at night. Rooms sizes are too big and all the needs of a guest are taken care with utmost care. The best stuff I found in the room was a very good shaped/looking FM cum Alarm Clock which generally not found in any hotel. The FM radio was really useful for me and for all the guest who feels lonely in this kind of solo trip. The staffs of the hotel were courteous. There are three restaurants inside the hotel which gives you all kinds of option of food. The complementary breakfast at Citrus restaurant is really awesome. They try their best to serve you multi cuisine breakfast . Your smallest need of breakfast are taken care. You will find some of the rarest things during the breakfast like Cucumber juice,Amla juice, Copper water and many more item which you don't expect on your trip.
The check in and check out process is also smooth. If you are a regular visitor of this hotel they come up with some offers and promotions for you like 25% discount in a restaurant and all.
Over all I had a great experience and I will again prefer to stay in the same holtel if I visit Hyderabad.",5.0,March 2016,solo,sguday,117,68,"New Delhi, India",,4.0,5.0,5.0,,
1521,Apr 2016,Clean & Economical on weekends !,Rooms are clean though size limitations do prevent a sense of luxury. Food is excellent and especially the staff is very helpful with menu. Chef Ankit Reddi stands out for his exceptional understanding and service.,5.0,March 2016,,jdagarwal,70,42,"Lucknow, India",,,,,,
1522,Apr 2016,Wonderful stay,"I had an opportunity to stay at lemon tree premiere for 15 days. This is one of the best luxury hotel I have stayed in. I felt refreshing as soon as I entered the building, as the lemon aroma filled air inside the hotel welcomed me. Then came the warm greetings of the hotel staff. The front desk was professional as well as very friendly. Mounika, the staff at the front desk gave me all the necessary information about my stay, clarified my enquiries. The room I got was double cot. It was spacious, tidy( thanks to house keeping staff Gavinder) and had a great view, as I was on the 11th floor.
Complimentary breakfast buffet they serve has many choices. Citrus cafe, where the breakfast is served is very spacious and has a good ambiance. You can get items (dosa, omlet, scrambled eggs etc) at live counter. The staff at the café are very friendly. They greet you personally and offer any help if needed. I enjoyed the daily small talks with chef Ankit.

I had an opportunity to attend the cooking class conducted by them. Watching Chef JP teaching how to prepare different dishes with egg as main ingredient was a wonderful experience. Hats off to him and his tips, learned 1 or 2 things about cooking.

Gavinder, the house keeping person did a good job keeping the room tidy. If you need anything related to house keeping, he would ensure that, you get them.

Overall, I would like to thank Chef JP , Chef Ankit, house keeping person Gavinder, front desk staff Mounika, Rakesh, Bebika for making my stay a wonderful experience.",5.0,February 2016,business,Pavan P,6,,Mysuru (Mysore),,,,,,
